,pvalue,rho
0,0.7698282754523649,-0.01931262211088449
1,0.556476300721428,0.03880461899829933
2,0.7156559034334153,0.024041941873420545
3,0.5244971275136128,0.04199195968280976
4,0.9742049174753936,-0.0021344214623942306
5,0.5588520131319312,0.03857147630922526
6,0.935306768460124,0.005357972651559157
7,0.46790900349974185,-0.04788802298831124
8,0.43203907791910234,0.051829467525678075
9,0.9221909138245876,-0.006447390675933327
10,0.5630409027350263,0.03816155667630234
11,0.8343987275808837,0.013799568700412075
12,0.6698889277680294,-0.028134417860877045
13,0.051716512204946635,-0.12789320607209753
14,0.0476977663625465,-0.13014628227882832
15,0.030251547763412757,-0.14230005154450107
16,0.039612979728210956,-0.1352080110592999
17,0.02367293921791763,-0.14851111488607516
18,0.253361394877582,-0.07529078656513359
19,0.07241411317009755,-0.11817106346074341
20,0.3044686421945304,-0.06770744852177088
21,0.17765641564021997,-0.0888056512027787
22,0.2796515431886691,-0.071272516118302
23,0.8319719804739036,0.014004808908764066
24,0.8092439122396035,0.01593384594853873
25,0.8168244016499574,0.0152890315291287
26,0.8108140417305152,0.01580016491036836
27,0.8263877303133597,0.014477607286410748
28,0.8191968357101537,0.015087527023063069
