,pvalue,rho
0,0.023588659099104726,-0.14859988022020537
1,0.004148212476306106,-0.1875459332826086
2,0.33035083237785756,-0.06418810319239474
3,0.014254105694539963,-0.1607232780600058
4,0.002071899593349147,-0.20120891317291242
5,0.06792321716655694,-0.12006558170510338
6,0.4160297693472824,-0.053648936540423096
7,0.4513076124834853,-0.049690255553637847
8,0.0509871930579942,-0.12829099659491763
9,0.028214946630085502,-0.14408753999889418
10,0.13069174500965242,-0.09951798319344168
11,0.004899865415437501,-0.18413075645862928
12,0.013083210893947315,-0.16270992284800492
13,0.19970140914402748,-0.08449961632109788
14,0.16676647755727617,-0.09107981378129917
15,0.08159172649556201,-0.1145787027601468
16,0.12571310187161164,-0.10081827509263963
17,0.06308015109583837,-0.12222705992306386
18,0.05907723828002604,-0.12411897798372332
19,0.0248866270327135,-0.1472621184121755
20,0.037391870370433934,-0.13675050860536897
21,0.035259986931981124,-0.13830572045681838
22,0.030137904840460465,-0.1423970426111413
23,0.25358261042887364,-0.07525580766577807
24,0.23126115488219104,-0.07889812535658824
25,0.22920944293683354,-0.07924510636990789
26,0.2420931946987378,-0.07710129450007738
27,0.23598542127568503,-0.07810734284889514
28,0.23922112750741914,-0.07757212709322218
