,pvalue,rho
0,0.2774333970943485,0.049414775893197524
1,0.4637790735274988,0.033344180013658756
2,0.13325413801252398,0.06827131399367929
3,0.6396932614625759,0.02130915647616529
4,0.3892036451372689,0.039184926155995455
5,0.5292390470529766,0.028637084171188366
6,0.10120453300874596,0.07451383967943602
7,0.48958315509400485,0.03144880955367385
8,0.2618928652992534,0.05104264305722393
9,0.2805504030799682,0.049095801609132864
10,0.14293796558914457,0.06661737464195247
11,0.02954096260127648,0.09882875132855008
12,0.018803716036766772,0.10665151423815236
13,0.9673713032729574,-0.0018622226918043627
14,0.7687791676030657,0.013382522946349012
15,0.7153232681320436,0.016602608862923987
16,0.6830402219651039,0.01858712561068011
17,0.62335938649744,0.022354363014748756
18,0.7693927652359376,0.013345975988952158
19,0.7884835893921929,-0.012213039629630678
20,0.5760341402001765,-0.025452935639407436
21,0.6208697766430562,-0.0225146968938291
22,0.9838697284014388,0.0009204121371691144
23,0.9513527931411623,-0.0027773945209726763
24,0.9405604461976096,-0.0033945933034110485
25,0.9304128382453192,-0.003975486275117752
26,0.9430989167989834,-0.0032493700604843724
27,0.93992592158744,-0.0034308991141427173
28,0.9342169588115826,-0.003757651410727738
