,pvalue,rho
0,0.9554718216449676,0.0036857608654020362
1,0.987961593940835,0.0009959864661536156
2,0.9719782364231035,0.0023187411324142714
3,0.9387629332498026,-0.005071152855307672
4,0.7778145320040659,-0.01862423940824713
5,0.4143949325747601,0.05383701900647234
6,0.9548491074232536,0.0037373595827798114
7,0.25460800079799545,0.07509394658918953
8,0.1214394717772381,0.1019666178174984
9,0.8154777908023341,0.01540346985136562
10,0.8382600701674692,0.013473270941385904
11,0.34273216989608146,0.06256739766699246
12,0.7710137984249836,0.019210304651573112
13,0.8026338846997377,-0.016497344250423897
14,0.8937099464264469,0.008819478139010753
15,0.8171535956617721,-0.015261062764851521
16,0.7884289247923808,0.017712414133301452
17,0.8082206438652253,0.01602100208720775
18,0.897453829399552,0.008507081256398276
19,0.7498305703965602,-0.021045723006536437
20,0.8302030742984509,-0.014154497447316025
21,0.8853676848107286,0.009516289636469126
22,0.6508891229449063,0.02986455616147487
23,0.9182571062947713,0.006774464248009691
24,0.9531136900508492,0.0038811700567720087
25,0.9289111142090676,0.005889003692042375
26,0.9459628639242392,0.004473944932868299
27,0.9468736067615658,0.004398429066055033
28,0.9508923972596117,0.004065270830114154
