,pvalue,rho
0,0.6334000087729426,-0.031475339796407126
1,0.9379948108546254,0.005134889296320231
2,0.9329302382752971,-0.005555253861802663
3,0.8013149545836891,0.016609923544829788
4,0.48862985188916097,-0.045687200821025044
5,0.6529609447946267,-0.029674921687463777
6,0.6068096347644949,-0.033960985144111
7,0.33048753261183406,-0.06416999871667955
8,0.870975867422439,0.010720934210837077
9,0.3745561303022421,-0.05856444997772904
10,0.873392393572146,0.010518425537884707
11,0.9933543923802759,0.0005498038317922999
12,0.47513808283656556,0.047114292136973226
13,0.5038415190069616,0.04410324962844549
14,0.6201188697040106,0.03271108262803426
15,0.7385195427931687,0.022032338734603227
16,0.6228037467578538,0.03246036127612232
17,0.21705984151511712,0.08134628500743026
18,0.22614809891522472,0.07976694153288622
19,0.19423099875603045,0.08553436359638894
20,0.5434803108581305,0.04008866507372113
21,0.19056211341446555,0.08624030473200912
22,0.15586450828433535,0.0934704572519957
23,0.11815807019509314,-0.10286984294556481
24,0.13362375479020083,-0.09876999622682005
25,0.12610354533215776,-0.1007148773115672
26,0.1301215400930758,-0.09966494656660124
27,0.12634181090268942,-0.1006519011469207
28,0.1238646679634687,-0.10131118287056382
