,pvalue,rho
0,0.9617082610798087,0.0021833982994048625
1,0.9489598121390481,-0.002911182591909999
2,0.904452447557949,0.005459085448750498
3,0.726180221936623,0.015925904130169283
4,0.2367223520094454,-0.05377153458926485
5,0.4894703004180101,-0.031424448137103954
6,0.30590267421445566,-0.04653778233897374
7,0.8365810398838077,-0.009380486969411697
8,0.04440571231184684,-0.09123106516115807
9,0.06469090914579227,-0.08386750664040764
10,0.2500647651938074,-0.05227270321997843
11,0.46784515140507743,-0.03300757918313134
12,0.41316948918626184,-0.03720309508448914
13,0.9143617918497784,-0.004890609429315753
14,0.7661166855414111,-0.013527195800255624
15,0.7918627334228463,-0.012000880125389548
16,0.7809887697693496,-0.01264378441782113
17,0.5148025194315795,-0.029616888623919844
18,0.836648225862852,0.009376575439648455
19,0.6911303672283706,0.018067925748416806
20,0.855815444045627,0.008263374702521241
21,0.7610488449356165,0.013829378388157312
22,0.5934229327512714,0.024276339151966544
23,0.5506996651995981,-0.027132290972663425
24,0.5734987305971506,-0.025595672551881513
25,0.5604160941433096,-0.026473740220899745
26,0.5649785899391293,-0.026166416536743366
27,0.5669393812364754,-0.026034706386390633
28,0.5565196009080406,-0.02673716052160522
