,pvalue,rho
0,0.3530776926556075,0.042213714123904005
1,0.11375240272510928,0.07183282575033047
2,0.0025622466757270704,-0.13651418139931132
3,0.04015353672884772,0.09312557117589136
4,0.25447579095105005,0.05178949147360255
5,0.3278650810296714,0.044474737476659774
6,0.031632410325482585,0.0975004688768448
7,0.2513804197744138,-0.05212796220490446
8,0.5506436023405736,0.027136107130566633
9,0.6714963542171538,-0.019285222437449272
10,0.5892812274452623,0.02454888376578932
11,0.7047141007114525,-0.01723328666538451
12,0.8080579133077773,0.011047741149595074
13,0.019907490572772007,0.10558072943132676
14,0.09793818897231642,0.07515659535456312
15,0.06257324611010075,0.08453806745459182
16,0.07704135605097732,0.08028064761095503
17,0.0629638323839809,0.08441299626767974
18,0.3996269691704164,0.03829153278610261
19,0.1410014956113503,0.06687196952699001
20,0.035232282773182626,0.09554295073813952
21,0.11537817162659302,0.07151222569645337
22,0.0891495808096862,0.07719275599714898
23,0.6780488691651083,0.01887747988041701
24,0.6888836596326855,0.018206551677881995
25,0.6987890596283992,0.017596616948304708
26,0.6864155161679502,0.01835903536027632
27,0.6869088792644289,0.018328538623797453
28,0.6834581406285991,0.0185420157791495
