,pvalue,rho
0,0.3080775201068947,-0.17222085967450915
1,0.6518232192741291,-0.0767051382401356
2,0.3520658333853307,-0.15743455241337845
3,0.1533702319224335,-0.23950539189765707
4,0.2393252492420727,-0.19832232140988093
5,0.4080717416198034,-0.1401428950184214
6,0.8219428921785458,0.03829840647152682
7,0.19791003830879497,-0.2165792138545005
8,0.6451158750546034,0.07828581866520086
9,0.6690390702106432,0.07267655439946995
10,0.45012455138726226,0.12803755389168364
11,0.9053434657279416,0.020242127567637606
12,0.5928336332263059,0.09084569299933745
13,0.34075709587556935,0.16112163996460807
14,0.5553996662641248,0.10013691628383287
15,0.6517652062878334,0.07671878239041519
16,0.47922621103459184,0.12001793620376558
17,0.4579437239356511,0.1258562710070512
18,0.772708291103839,0.049142032588903345
19,0.37598449258557987,-0.1498649083170278
20,0.3959294810185452,-0.14376788194123336
21,0.7092677944335752,0.06340907430826237
22,0.630722186376018,-0.08170015343564575
23,0.33399539361319186,-0.16336208269268304
24,0.33399539361319186,-0.16336208269268304
25,0.33399539361319186,-0.16336208269268304
26,0.33399539361319186,-0.16336208269268304
27,0.33399539361319186,-0.16336208269268304
28,0.33399539361319186,-0.16336208269268304
