,pvalue,rho
0,0.43799827879832876,-0.0352607837028805
1,0.5565874386711134,-0.026732566749518846
2,0.3278276650226979,0.044478174382400114
3,0.28396028376506316,-0.04869921320040084
4,0.5381117467865856,-0.02799401197278541
5,0.24513512222410325,-0.05281980390552091
6,0.8605154264134254,0.00799118476413587
7,0.10743835074008463,0.07311318577252697
8,0.5778308241713299,-0.025307016406905698
9,0.5554610096102623,0.02680888049526724
10,0.14738908833632447,-0.06581781854970675
11,0.7034432733309135,-0.01731112211722538
12,0.23415925547073344,-0.05406621831840932
13,0.5795013648601177,-0.02519597668311959
14,0.5835363244664613,-0.024928390737061927
15,0.4287668853699039,-0.035975275871456755
16,0.6301087232785711,-0.02189840253320824
17,0.616478705210437,-0.02277458686262229
18,0.05359257569958556,-0.08760899460909324
19,0.03539958943431854,-0.09545619139804998
20,0.12238307278838999,-0.07017001409852212
21,0.1672798840302145,-0.06274313005414295
22,0.25754196581597905,-0.0514570168108106
23,0.937966097910644,0.0035393830220931217
24,0.9053511801892962,0.005407493499296601
25,0.915655621766025,0.004816443505318014
26,0.9302624759563195,0.003979976127465711
27,0.9158165261438491,0.004807220916280156
28,0.9241965675804066,0.0043271637089781255
